date,a2c,dji
2022-05-04,991970.7013485301,992268.2870152786
2022-05-05,954147.7987044719,961298.3059943506
2022-05-06,950044.2848952678,958425.9546491443
2022-05-09,912365.9680694011,939383.15626133
2022-05-10,909634.6391738323,936908.1273170502
2022-05-11,894450.1058028606,927392.7024682808
2022-05-12,897433.861051884,924368.5458580491
2022-05-13,922274.6824324992,937954.548092568
2022-05-16,916519.0325530437,938734.1147852638
2022-05-17,935605.9573272136,951294.9762926606
2022-05-18,890451.8388961223,917370.1410650994
2022-05-19,887403.4812301067,910467.6102869802
2022-05-20,879093.0925429729,910723.0846647779
2022-05-23,892865.0872558025,928736.5887331362
2022-05-24,884159.1073439983,930145.9652004068
2022-05-25,899211.7024062541,935729.4174706239
2022-05-26,926355.8991759685,950788.0673323491
2022-05-27,949867.1601775554,967561.4680456745
2022-05-31,946438.2280105022,961069.6877204106
2022-06-01,940860.6488097575,955916.5020971658
2022-06-02,960123.4647963909,968590.4209739799
2022-06-03,947012.9273055461,958435.5136013648
2022-06-06,952559.7119658855,958904.016057219
2022-06-07,960122.9639647868,966605.3452295252
2022-06-08,950963.3908065227,958761.769744414
2022-06-09,932202.2849791911,940172.3388047713
2022-06-10,903404.6661614878,914536.1393258254
2022-06-13,866859.8514527781,889015.045563201
2022-06-14,864789.3329019053,884589.5920762658
2022-06-15,874474.9428529246,893436.9713415785
2022-06-16,838067.2040643198,871836.7549451077
2022-06-17,834284.8108987315,870721.2593600919
2022-06-21,857658.5391015513,889408.6126614695
2022-06-22,849886.6798905833,888035.9357429025
2022-06-23,850215.512467335,893694.2095736548
2022-06-24,878054.9837846262,917679.2138535619
2022-06-27,876229.2263192637,915860.7938891894
2022-06-28,860009.0598115427,901549.1078652652
2022-06-29,853803.4854974253,903947.2669021052
2022-06-30,845356.6250199778,896551.1983170782
2022-07-01,857486.3289079173,905926.7665910978
2022-07-05,856283.5415276987,902155.9306356908
2022-07-06,854543.2166451914,904191.0770822527
2022-07-07,872049.127461384,914296.1413468609
2022-07-08,870400.7845391734,912944.4030855387
2022-07-11,856676.9043359263,908157.7008626044
2022-07-12,850886.3090371592,902549.4977339593
2022-07-13,850576.0019921763,896474.2715111133
2022-07-14,844989.0017632945,892319.4843081833
2022-07-15,858785.557187031,911490.9871598236
2022-07-18,860684.1032952769,905208.6503055337
2022-07-19,886890.6372422678,927187.0711984901
2022-07-20,896036.362454365,928579.264311174
2022-07-21,905842.8084916575,933300.4194331678
2022-07-22,901472.0796250803,929291.5200486506
2022-07-25,904189.3897065623,931935.2531199169
2022-07-26,887626.2308244212,925278.5808688496
2022-07-27,910294.8167542918,937981.6317905261
2022-07-28,924646.3348435862,947654.6655538832
2022-07-29,951624.3991593821,956845.7688094575
2022-08-01,951044.4502610667,955484.4146973898
2022-08-02,943800.2625016673,943766.6755352501
2022-08-03,953914.2089128001,955895.2220487702
2022-08-04,951340.3364228709,953399.1975487205
2022-08-05,947046.0733460886,955632.1232686064
2022-08-08,949799.587895344,956479.0009165215
2022-08-09,944185.6070909007,954785.5870118419
2022-08-10,965283.2229203684,970374.189736553
2022-08-11,969349.6073350413,971165.4206268988
2022-08-12,986169.9853707431,983528.4459624465
2022-08-15,987766.0821305392,987938.7644416991
2022-08-16,994920.038887131,994917.9375331576
2022-08-17,987976.4904137729,989916.2157837874
2022-08-18,992681.7532731174,990461.5312485562
2022-08-19,977885.3002892612,981946.2117758553
2022-08-22,958218.02604686,963210.5516266491
2022-08-23,964658.663673508,958723.6477325823
2022-08-24,969510.8095971225,960461.1010957062
2022-08-25,981637.5653802035,969857.664925496
2022-08-26,950449.7153321384,940481.4684917589
2022-08-29,948402.9845810091,935109.2235467946
2022-08-30,934038.0320793574,926133.0260206059
2022-08-31,925459.9596381801,917963.2512909707
2022-09-01,926020.6682803005,922216.2453482611
2022-09-02,921298.738989529,912370.183170008
2022-09-06,918951.2207705348,907326.2996135225
2022-09-07,936922.5911623805,920027.2452897694
2022-09-08,943477.9715334743,925656.7284668101
2022-09-09,959523.6687151759,936645.0854354113
2022-09-12,970115.7343966335,943334.6450339991
2022-09-13,929566.6292712062,906151.4019682793
2022-09-14,937442.1518465846,907028.8341241849
2022-09-15,928593.6328341335,901981.1383665162
2022-09-16,916778.8789202541,897920.1199329871
2022-09-19,927392.5519396632,903666.7002747288
2022-09-20,914590.4197680324,894535.2835720076
2022-09-21,897613.8205401271,879315.2125945113
2022-09-22,883119.5439364284,876195.1819694492
2022-09-23,858633.7336413234,862029.1561698371
2022-09-26,851173.417807278,852427.2455628823
2022-09-27,851972.2948519557,848761.8425745262
2022-09-28,874797.023062405,864748.0521927895
2022-09-29,855357.705748257,851401.7634446094
2022-09-30,842732.5712115138,836832.8391886088
2022-10-03,859654.9902331203,859129.9487207732
2022-10-04,889863.2711169093,883176.403407812
2022-10-05,887903.9337450832,881939.7139642864
2022-10-06,883140.0808626979,871832.9427439246
2022-10-07,861649.8834139674,853475.3732941538
2022-10-10,857246.9798189967,850739.6353077653
2022-10-11,852464.7522875636,851797.3788897824
2022-10-12,852740.492026028,850971.7812902628
2022-10-13,871112.8932711452,875089.359133704
2022-10-14,844062.5169741481,863323.1993266856
2022-10-17,867664.8931261867,879374.6715532638
2022-10-18,881377.9610125392,889220.7337315168
2022-10-19,878001.6919543117,886307.8137378986
2022-10-20,864901.4661623805,883679.5001669403
2022-10-21,889290.3643709987,905498.54829103
2022-10-24,895737.1653277248,917648.3179544206
2022-10-25,910770.2854503939,927469.34478162
2022-10-26,911270.1083034823,927538.3626925929
2022-10-27,913227.1302723238,933194.9295675916
2022-10-28,922310.4733661959,957331.4546198986
2022-10-31,919328.6440471957,953577.7451205532
2022-11-01,916850.659832413,951254.4645427738
2022-11-02,892012.1759075472,936529.9797190897
2022-11-03,894440.8180393527,932261.8506541168
2022-11-04,906259.0882719577,943972.0792109404
2022-11-07,910249.4200895465,956317.6366992756
2022-11-08,912863.0097027667,966042.7326131193
2022-11-09,888533.2932795184,947197.5428030535
2022-11-10,933966.4923693317,982197.7032568944
2022-11-11,948403.9097618182,983144.153323773
2022-11-14,939400.4364401019,976992.6261787383
2022-11-15,948327.6854759409,978630.5071228988
2022-11-16,936968.6263786509,977491.6262440578
2022-11-17,931437.3711296275,977272.908313489
2022-11-18,933876.7715202525,983080.9959608875
2022-11-21,928019.6925712778,981758.1052518021
2022-11-22,941049.8316551402,993347.4244427414
2022-11-23,946298.0258537485,996142.848981983
2022-11-25,947077.4198967173,1000599.2552665843
2022-11-28,933622.5649467661,986104.0146006166
2022-11-29,936474.9822593882,986193.4590821085
2022-11-30,957552.2336021616,1007670.7177657906
2022-12-01,956488.3419243052,1001997.0244347303
2022-12-02,956985.3949485972,1003012.7769052073
2022-12-05,933849.1391960337,988948.4856685133
2022-12-06,919910.219976063,978730.0795418622
2022-12-07,916901.1831260874,978776.1673472109
2022-12-08,921951.8212181284,984123.604535222
2022-12-09,913799.0738893854,975237.7618669271
2022-12-12,924247.0804506647,990636.3235177308
2022-12-13,928696.8348375666,993654.4488842995
2022-12-14,923159.45311607,989509.2775321152
2022-12-15,906666.5562654841,967248.5261575038
2022-12-16,896171.1926103937,959040.3449234111
2022-12-19,888351.0870043146,954294.0975518386
2022-12-20,887267.6387468684,956980.0493287453
2022-12-21,901765.660223614,972325.1263659345
2022-12-22,885209.4492174494,962158.2703030438
2022-12-23,894502.1992555964,967298.3692655106
2022-12-27,891496.9891725886,968394.57625051
2022-12-28,880537.8196779597,957736.685915817
2022-12-29,895198.6521822321,967789.858725514
2022-12-30,893479.8259645808,965647.1740664716
2023-01-03,886639.8554674494,965330.2492815424
2023-01-04,895748.5716463435,969216.4185473715
2023-01-05,890770.3494631159,959320.5132611117
2023-01-06,912594.6778856623,979728.4210636519
2023-01-09,912692.7575606806,976437.6379646987
2023-01-10,920315.4642908748,981869.3987669407
2023-01-11,934194.0887346156,989703.3015027811
2023-01-12,938980.3547911876,996023.7034703776
2023-01-13,943460.2430739634,999305.1552112107
2023-01-17,941049.1141143077,987892.4490422499
2023-01-18,925371.6686454051,970008.5598141194
2023-01-19,914629.7863898509,962655.5634126097
2023-01-20,930595.7710700267,972296.2219151725
2023-01-23,940229.7332778209,979697.8096571362
2023-01-24,941061.518041157,982739.2634190051
2023-01-25,942424.6366095775,983027.056159072
2023-01-26,956720.5148024791,989015.7397252074
2023-01-27,962909.261590504,989850.8962769475
2023-01-30,949662.4484458201,982247.7739590016
2023-01-31,966552.4026961558,992996.0191515884
2023-02-01,973589.2102141612,993197.6675246205
2023-02-02,983950.9634330027,992060.9487897343
2023-02-03,968206.1445212329,988334.0953942464
2023-02-06,965818.6543026431,987314.7014181616
2023-02-07,973535.5644194873,995054.2663993498
2023-02-08,966130.1431929858,989004.1324260825
2023-02-09,960164.3220703013,981746.384155627
2023-02-10,963898.9190055735,986681.0794424036
2023-02-13,973138.797690571,997653.9600121718
2023-02-14,976603.9061805613,993090.12931214
2023-02-15,980650.0435249216,994219.9064269615
2023-02-16,965996.4428169138,981658.191441688
2023-02-17,962510.7316657908,985440.691594745
2023-02-21,940340.6412689097,965132.697602319
2023-02-22,940994.4539062388,962671.0398114428
2023-02-23,943997.7603408701,965841.1980371374
2023-02-24,936348.949492634,956024.0403096463
2023-02-27,943733.5593635447,958126.4408129024
2023-02-28,940759.2857763178,951356.4266997923
2023-03-01,939462.9260732539,951506.1836179132
2023-03-02,943280.8794195063,961461.4909644003
2023-03-03,957967.2746297724,972747.1996252891
2023-03-06,954054.4947530634,973926.250862866
2023-03-07,939743.0116903193,957175.8940522152
2023-03-08,938210.6127569086,955484.4146973898
2023-03-09,919043.606615246,939650.0103441519
2023-03-10,906585.1242925532,929593.0822317968
2023-03-13,900509.6250513919,926956.6321717462
2023-03-14,912889.9146403201,936752.5667493668
2023-03-15,896128.7770842441,928571.4123147071
2023-03-16,909006.1817358859,939407.9640182831
2023-03-17,895162.3646525271,928204.6444217709
2023-03-20,904809.901290787,939350.5534064351
2023-03-21,924638.3125552066,948556.8485682169
2023-03-22,905768.2803915866,933102.5832613187
2023-03-23,902162.7068137057,935291.5833198105
2023-03-24,903639.1355666049,939145.1497307448
2023-03-27,910662.1280440219,944812.8118181423
2023-03-28,913842.2648753055,943710.7442850552
2023-03-29,928225.2725180514,953130.5796116197
2023-03-30,933085.2336481937,957250.7725112756
2023-03-31,949529.3244646915,969343.9850406949
2023-04-03,953505.1998461612,978870.1637107125
2023-04-04,943316.6069315799,973079.6008090515
2023-04-05,934407.6801566012,975420.0647414179
2023-04-06,932290.900535477,975494.9432004783
2023-04-10,937678.213079346,978443.993757549
2023-04-11,942174.0542048343,981306.7861505348
2023-04-12,936683.0592020877,980191.3474640441
2023-04-13,948347.4672526248,991354.49670182
2023-04-14,948720.0003031619,987182.1278546274
2023-04-17,952949.7123621829,990116.0434040157
2023-04-18,955892.951738251,989808.6775713069
2023-04-19,954773.880544556,987489.2660932357
2023-04-20,946813.2631358035,984273.3614533431
2023-04-21,949424.928377045,984924.166783688
2023-04-24,952620.1015261539,986859.6270142363
2023-04-25,935318.0429095157,976821.5892122217
2023-04-26,925313.134084595,970151.602706276
2023-04-27,942810.6165865787,985425.2151959118
2023-04-28,949976.7512301333,993349.1313984953
2023-05-01,945548.3714693912,991995.6292828942
2023-05-02,935069.0969790347,981299.2755452188
2023-05-03,926730.9201601871,973425.088653592
